img_path,upscale_img_path,label
./train/TRAIN_00046.jpg,./upscale_train/TRAIN_00046.png,Sarus Crane
./train/TRAIN_00047.jpg,./upscale_train/TRAIN_00047.png,Ruddy Shelduck
./train/TRAIN_00048.jpg,./upscale_train/TRAIN_00048.png,Forest Wagtail
./train/TRAIN_00049.jpg,./upscale_train/TRAIN_00049.png,White-Breasted Waterhen
./train/TRAIN_00050.jpg,./upscale_train/TRAIN_00050.png,House Crow
./train/TRAIN_00051.jpg,./upscale_train/TRAIN_00051.png,Cattle Egret
./train/TRAIN_00052.jpg,./upscale_train/TRAIN_00052.png,Coppersmith Barbet
./train/TRAIN_00053.jpg,./upscale_train/TRAIN_00053.png,White-Breasted Kingfisher
./train/TRAIN_00054.jpg,./upscale_train/TRAIN_00054.png,Indian Pitta
./train/TRAIN_00055.jpg,./upscale_train/TRAIN_00055.png,Indian Peacock
./train/TRAIN_00056.jpg,./upscale_train/TRAIN_00056.png,Jungle Babbler
./train/TRAIN_00057.jpg,./upscale_train/TRAIN_00057.png,Brown-Headed Barbet
./train/TRAIN_00058.jpg,./upscale_train/TRAIN_00058.png,White-Breasted Kingfisher
./train/TRAIN_00059.jpg,./upscale_train/TRAIN_00059.png,Coppersmith Barbet
./train/TRAIN_00060.jpg,./upscale_train/TRAIN_00060.png,Coppersmith Barbet
./train/TRAIN_00061.jpg,./upscale_train/TRAIN_00061.png,Indian Grey Hornbill
./train/TRAIN_00062.jpg,./upscale_train/TRAIN_00062.png,Common Rosefinch
./train/TRAIN_00063.jpg,./upscale_train/TRAIN_00063.png,Common Tailorbird
./train/TRAIN_00064.jpg,./upscale_train/TRAIN_00064.png,Jungle Babbler
./train/TRAIN_00065.jpg,./upscale_train/TRAIN_00065.png,White Wagtail
./train/TRAIN_00066.jpg,./upscale_train/TRAIN_00066.png,Indian Grey Hornbill
./train/TRAIN_00067.jpg,./upscale_train/TRAIN_00067.png,Indian Grey Hornbill
./train/TRAIN_00068.jpg,./upscale_train/TRAIN_00068.png,Ruddy Shelduck
./train/TRAIN_00069.jpg,./upscale_train/TRAIN_00069.png,White-Breasted Waterhen
./train/TRAIN_00070.jpg,./upscale_train/TRAIN_00070.png,Common Kingfisher
./train/TRAIN_00071.jpg,./upscale_train/TRAIN_00071.png,White-Breasted Kingfisher
./train/TRAIN_00072.jpg,./upscale_train/TRAIN_00072.png,Indian Grey Hornbill
./train/TRAIN_00073.jpg,./upscale_train/TRAIN_00073.png,White Wagtail
./train/TRAIN_00074.jpg,./upscale_train/TRAIN_00074.png,Gray Wagtail
./train/TRAIN_00075.jpg,./upscale_train/TRAIN_00075.png,Gray Wagtail
./train/TRAIN_00076.jpg,./upscale_train/TRAIN_00076.png,White-Breasted Kingfisher
./train/TRAIN_00077.jpg,./upscale_train/TRAIN_00077.png,Ruddy Shelduck
./train/TRAIN_00078.jpg,./upscale_train/TRAIN_00078.png,Sarus Crane
./train/TRAIN_00079.jpg,./upscale_train/TRAIN_00079.png,White-Breasted Waterhen
./train/TRAIN_00080.jpg,./upscale_train/TRAIN_00080.png,White Wagtail
./train/TRAIN_00081.jpg,./upscale_train/TRAIN_00081.png,Indian Roller
./train/TRAIN_00082.jpg,./upscale_train/TRAIN_00082.png,Coppersmith Barbet
./train/TRAIN_00083.jpg,./upscale_train/TRAIN_00083.png,Rufous Treepie
./train/TRAIN_00084.jpg,./upscale_train/TRAIN_00084.png,Northern Lapwing
./train/TRAIN_00085.jpg,./upscale_train/TRAIN_00085.png,Indian Roller
./train/TRAIN_00086.jpg,./upscale_train/TRAIN_00086.png,Asian Green Bee-Eater
./train/TRAIN_00087.jpg,./upscale_train/TRAIN_00087.png,Cattle Egret
./train/TRAIN_00088.jpg,./upscale_train/TRAIN_00088.png,Northern Lapwing
./train/TRAIN_00089.jpg,./upscale_train/TRAIN_00089.png,White-Breasted Kingfisher
./train/TRAIN_00090.jpg,./upscale_train/TRAIN_00090.png,Common Tailorbird
./train/TRAIN_00091.jpg,./upscale_train/TRAIN_00091.png,Forest Wagtail
./train/TRAIN_00092.jpg,./upscale_train/TRAIN_00092.png,Indian Roller
./train/TRAIN_00093.jpg,./upscale_train/TRAIN_00093.png,Hoopoe
./train/TRAIN_00094.jpg,./upscale_train/TRAIN_00094.png,Common Myna
./train/TRAIN_00095.jpg,./upscale_train/TRAIN_00095.png,Northern Lapwing
./train/TRAIN_00096.jpg,./upscale_train/TRAIN_00096.png,Hoopoe
./train/TRAIN_00097.jpg,./upscale_train/TRAIN_00097.png,Forest Wagtail
./train/TRAIN_00098.jpg,./upscale_train/TRAIN_00098.png,Common Tailorbird
./train/TRAIN_00099.jpg,./upscale_train/TRAIN_00099.png,House Crow
./train/TRAIN_00100.jpg,./upscale_train/TRAIN_00100.png,Sarus Crane
./train/TRAIN_00101.jpg,./upscale_train/TRAIN_00101.png,Jungle Babbler
./train/TRAIN_00102.jpg,./upscale_train/TRAIN_00102.png,Asian Green Bee-Eater
./train/TRAIN_00103.jpg,./upscale_train/TRAIN_00103.png,White Wagtail
./train/TRAIN_00104.jpg,./upscale_train/TRAIN_00104.png,Coppersmith Barbet
./train/TRAIN_00105.jpg,./upscale_train/TRAIN_00105.png,Common Myna
./train/TRAIN_00106.jpg,./upscale_train/TRAIN_00106.png,White-Breasted Kingfisher
./train/TRAIN_00107.jpg,./upscale_train/TRAIN_00107.png,Brown-Headed Barbet
./train/TRAIN_00108.jpg,./upscale_train/TRAIN_00108.png,House Crow
./train/TRAIN_00109.jpg,./upscale_train/TRAIN_00109.png,Indian Roller
./train/TRAIN_00110.jpg,./upscale_train/TRAIN_00110.png,Sarus Crane
./train/TRAIN_00111.jpg,./upscale_train/TRAIN_00111.png,Ruddy Shelduck
./train/TRAIN_00112.jpg,./upscale_train/TRAIN_00112.png,Indian Grey Hornbill
./train/TRAIN_00113.jpg,./upscale_train/TRAIN_00113.png,Indian Grey Hornbill
./train/TRAIN_00114.jpg,./upscale_train/TRAIN_00114.png,Northern Lapwing
./train/TRAIN_00115.jpg,./upscale_train/TRAIN_00115.png,Gray Wagtail
./train/TRAIN_00116.jpg,./upscale_train/TRAIN_00116.png,Sarus Crane
./train/TRAIN_00117.jpg,./upscale_train/TRAIN_00117.png,Gray Wagtail
./train/TRAIN_00118.jpg,./upscale_train/TRAIN_00118.png,White-Breasted Waterhen
./train/TRAIN_00119.jpg,./upscale_train/TRAIN_00119.png,Cattle Egret
./train/TRAIN_00120.jpg,./upscale_train/TRAIN_00120.png,Forest Wagtail
./train/TRAIN_00121.jpg,./upscale_train/TRAIN_00121.png,Brown-Headed Barbet
./train/TRAIN_00122.jpg,./upscale_train/TRAIN_00122.png,Sarus Crane
./train/TRAIN_00123.jpg,./upscale_train/TRAIN_00123.png,White Wagtail
./train/TRAIN_00124.jpg,./upscale_train/TRAIN_00124.png,Hoopoe
./train/TRAIN_00125.jpg,./upscale_train/TRAIN_00125.png,Northern Lapwing
./train/TRAIN_00126.jpg,./upscale_train/TRAIN_00126.png,Indian Roller
./train/TRAIN_00127.jpg,./upscale_train/TRAIN_00127.png,Common Kingfisher
./train/TRAIN_00128.jpg,./upscale_train/TRAIN_00128.png,Indian Grey Hornbill
./train/TRAIN_00129.jpg,./upscale_train/TRAIN_00129.png,Common Rosefinch
./train/TRAIN_00130.jpg,./upscale_train/TRAIN_00130.png,Common Myna
./train/TRAIN_00131.jpg,./upscale_train/TRAIN_00131.png,White-Breasted Waterhen
./train/TRAIN_00132.jpg,./upscale_train/TRAIN_00132.png,Jungle Babbler
./train/TRAIN_00133.jpg,./upscale_train/TRAIN_00133.png,Common Rosefinch
./train/TRAIN_00134.jpg,./upscale_train/TRAIN_00134.png,Common Rosefinch
./train/TRAIN_00135.jpg,./upscale_train/TRAIN_00135.png,House Crow
./train/TRAIN_00136.jpg,./upscale_train/TRAIN_00136.png,Ruddy Shelduck
./train/TRAIN_00137.jpg,./upscale_train/TRAIN_00137.png,Forest Wagtail
./train/TRAIN_00138.jpg,./upscale_train/TRAIN_00138.png,Red-Wattled Lapwing
./train/TRAIN_00139.jpg,./upscale_train/TRAIN_00139.png,Brown-Headed Barbet
./train/TRAIN_00140.jpg,./upscale_train/TRAIN_00140.png,House Crow
./train/TRAIN_00141.jpg,./upscale_train/TRAIN_00141.png,Asian Green Bee-Eater
./train/TRAIN_00142.jpg,./upscale_train/TRAIN_00142.png,Indian Grey Hornbill
./train/TRAIN_00143.jpg,./upscale_train/TRAIN_00143.png,Forest Wagtail
./train/TRAIN_00144.jpg,./upscale_train/TRAIN_00144.png,Indian Pitta
./train/TRAIN_00145.jpg,./upscale_train/TRAIN_00145.png,White-Breasted Kingfisher
./train/TRAIN_00146.jpg,./upscale_train/TRAIN_00146.png,Sarus Crane
./train/TRAIN_00147.jpg,./upscale_train/TRAIN_00147.png,Common Kingfisher
./train/TRAIN_00148.jpg,./upscale_train/TRAIN_00148.png,Hoopoe
./train/TRAIN_00149.jpg,./upscale_train/TRAIN_00149.png,Rufous Treepie
./train/TRAIN_00150.jpg,./upscale_train/TRAIN_00150.png,Indian Grey Hornbill
./train/TRAIN_00151.jpg,./upscale_train/TRAIN_00151.png,Common Rosefinch
./train/TRAIN_00152.jpg,./upscale_train/TRAIN_00152.png,Northern Lapwing
./train/TRAIN_00153.jpg,./upscale_train/TRAIN_00153.png,House Crow
./train/TRAIN_00154.jpg,./upscale_train/TRAIN_00154.png,Hoopoe
./train/TRAIN_00155.jpg,./upscale_train/TRAIN_00155.png,Common Rosefinch
./train/TRAIN_00156.jpg,./upscale_train/TRAIN_00156.png,Forest Wagtail
./train/TRAIN_00157.jpg,./upscale_train/TRAIN_00157.png,Ruddy Shelduck
./train/TRAIN_00158.jpg,./upscale_train/TRAIN_00158.png,Common Kingfisher
./train/TRAIN_00159.jpg,./upscale_train/TRAIN_00159.png,White-Breasted Waterhen
./train/TRAIN_00160.jpg,./upscale_train/TRAIN_00160.png,House Crow
./train/TRAIN_00161.jpg,./upscale_train/TRAIN_00161.png,Common Myna
./train/TRAIN_00162.jpg,./upscale_train/TRAIN_00162.png,Indian Roller
./train/TRAIN_00163.jpg,./upscale_train/TRAIN_00163.png,Hoopoe
./train/TRAIN_00164.jpg,./upscale_train/TRAIN_00164.png,Red-Wattled Lapwing
./train/TRAIN_00165.jpg,./upscale_train/TRAIN_00165.png,White Wagtail
./train/TRAIN_00166.jpg,./upscale_train/TRAIN_00166.png,White-Breasted Kingfisher
./train/TRAIN_00167.jpg,./upscale_train/TRAIN_00167.png,Indian Grey Hornbill
./train/TRAIN_00168.jpg,./upscale_train/TRAIN_00168.png,Cattle Egret
./train/TRAIN_00169.jpg,./upscale_train/TRAIN_00169.png,Ruddy Shelduck
./train/TRAIN_00170.jpg,./upscale_train/TRAIN_00170.png,Hoopoe
./train/TRAIN_00171.jpg,./upscale_train/TRAIN_00171.png,Indian Grey Hornbill
./train/TRAIN_00172.jpg,./upscale_train/TRAIN_00172.png,House Crow
./train/TRAIN_00173.jpg,./upscale_train/TRAIN_00173.png,Asian Green Bee-Eater
./train/TRAIN_00174.jpg,./upscale_train/TRAIN_00174.png,White-Breasted Waterhen
./train/TRAIN_00175.jpg,./upscale_train/TRAIN_00175.png,Indian Pitta
./train/TRAIN_00176.jpg,./upscale_train/TRAIN_00176.png,Red-Wattled Lapwing
./train/TRAIN_00177.jpg,./upscale_train/TRAIN_00177.png,Brown-Headed Barbet
./train/TRAIN_00178.jpg,./upscale_train/TRAIN_00178.png,White-Breasted Kingfisher
./train/TRAIN_00179.jpg,./upscale_train/TRAIN_00179.png,Asian Green Bee-Eater
./train/TRAIN_00180.jpg,./upscale_train/TRAIN_00180.png,Jungle Babbler
./train/TRAIN_00181.jpg,./upscale_train/TRAIN_00181.png,Forest Wagtail
./train/TRAIN_00182.jpg,./upscale_train/TRAIN_00182.png,Forest Wagtail
./train/TRAIN_00183.jpg,./upscale_train/TRAIN_00183.png,Common Myna
./train/TRAIN_00184.jpg,./upscale_train/TRAIN_00184.png,Hoopoe
./train/TRAIN_00185.jpg,./upscale_train/TRAIN_00185.png,Northern Lapwing
./train/TRAIN_00186.jpg,./upscale_train/TRAIN_00186.png,Northern Lapwing
./train/TRAIN_00187.jpg,./upscale_train/TRAIN_00187.png,White-Breasted Kingfisher
./train/TRAIN_00188.jpg,./upscale_train/TRAIN_00188.png,Rufous Treepie
./train/TRAIN_00189.jpg,./upscale_train/TRAIN_00189.png,White-Breasted Waterhen
./train/TRAIN_00190.jpg,./upscale_train/TRAIN_00190.png,Rufous Treepie
./train/TRAIN_00191.jpg,./upscale_train/TRAIN_00191.png,Indian Grey Hornbill
./train/TRAIN_00192.jpg,./upscale_train/TRAIN_00192.png,White-Breasted Kingfisher
./train/TRAIN_00193.jpg,./upscale_train/TRAIN_00193.png,Asian Green Bee-Eater
./train/TRAIN_00194.jpg,./upscale_train/TRAIN_00194.png,Indian Pitta
./train/TRAIN_00195.jpg,./upscale_train/TRAIN_00195.png,Ruddy Shelduck
./train/TRAIN_00196.jpg,./upscale_train/TRAIN_00196.png,Common Kingfisher
./train/TRAIN_00197.jpg,./upscale_train/TRAIN_00197.png,Common Myna
./train/TRAIN_00198.jpg,./upscale_train/TRAIN_00198.png,White-Breasted Kingfisher
./train/TRAIN_00199.jpg,./upscale_train/TRAIN_00199.png,Indian Pitta
./train/TRAIN_00200.jpg,./upscale_train/TRAIN_00200.png,Red-Wattled Lapwing
./train/TRAIN_00201.jpg,./upscale_train/TRAIN_00201.png,White-Breasted Kingfisher
./train/TRAIN_00202.jpg,./upscale_train/TRAIN_00202.png,Indian Roller
./train/TRAIN_00203.jpg,./upscale_train/TRAIN_00203.png,Sarus Crane
./train/TRAIN_00204.jpg,./upscale_train/TRAIN_00204.png,Common Kingfisher
./train/TRAIN_00205.jpg,./upscale_train/TRAIN_00205.png,Common Myna
./train/TRAIN_00206.jpg,./upscale_train/TRAIN_00206.png,Ruddy Shelduck
./train/TRAIN_00207.jpg,./upscale_train/TRAIN_00207.png,White-Breasted Kingfisher
./train/TRAIN_00208.jpg,./upscale_train/TRAIN_00208.png,Jungle Babbler
./train/TRAIN_00209.jpg,./upscale_train/TRAIN_00209.png,Jungle Babbler
./train/TRAIN_00210.jpg,./upscale_train/TRAIN_00210.png,Ruddy Shelduck
./train/TRAIN_00211.jpg,./upscale_train/TRAIN_00211.png,Gray Wagtail
./train/TRAIN_00212.jpg,./upscale_train/TRAIN_00212.png,Common Myna
./train/TRAIN_00213.jpg,./upscale_train/TRAIN_00213.png,Brown-Headed Barbet
./train/TRAIN_00214.jpg,./upscale_train/TRAIN_00214.png,Forest Wagtail
./train/TRAIN_00215.jpg,./upscale_train/TRAIN_00215.png,Indian Roller
./train/TRAIN_00216.jpg,./upscale_train/TRAIN_00216.png,Common Rosefinch
./train/TRAIN_00217.jpg,./upscale_train/TRAIN_00217.png,Brown-Headed Barbet
./train/TRAIN_00218.jpg,./upscale_train/TRAIN_00218.png,Jungle Babbler
./train/TRAIN_00219.jpg,./upscale_train/TRAIN_00219.png,Red-Wattled Lapwing
./train/TRAIN_00220.jpg,./upscale_train/TRAIN_00220.png,Cattle Egret
./train/TRAIN_00221.jpg,./upscale_train/TRAIN_00221.png,Coppersmith Barbet
./train/TRAIN_00222.jpg,./upscale_train/TRAIN_00222.png,Cattle Egret
./train/TRAIN_00223.jpg,./upscale_train/TRAIN_00223.png,Common Tailorbird
./train/TRAIN_00224.jpg,./upscale_train/TRAIN_00224.png,Jungle Babbler
./train/TRAIN_00225.jpg,./upscale_train/TRAIN_00225.png,Sarus Crane
./train/TRAIN_00226.jpg,./upscale_train/TRAIN_00226.png,Common Myna
./train/TRAIN_00227.jpg,./upscale_train/TRAIN_00227.png,White-Breasted Kingfisher
./train/TRAIN_00228.jpg,./upscale_train/TRAIN_00228.png,Indian Grey Hornbill
./train/TRAIN_00229.jpg,./upscale_train/TRAIN_00229.png,Indian Peacock
./train/TRAIN_00230.jpg,./upscale_train/TRAIN_00230.png,Common Myna
./train/TRAIN_00231.jpg,./upscale_train/TRAIN_00231.png,Asian Green Bee-Eater
./train/TRAIN_00232.jpg,./upscale_train/TRAIN_00232.png,White Wagtail
./train/TRAIN_00233.jpg,./upscale_train/TRAIN_00233.png,Gray Wagtail
./train/TRAIN_00234.jpg,./upscale_train/TRAIN_00234.png,Sarus Crane
./train/TRAIN_00235.jpg,./upscale_train/TRAIN_00235.png,Common Kingfisher
./train/TRAIN_00236.jpg,./upscale_train/TRAIN_00236.png,White-Breasted Waterhen
./train/TRAIN_00237.jpg,./upscale_train/TRAIN_00237.png,Common Myna
./train/TRAIN_00238.jpg,./upscale_train/TRAIN_00238.png,Indian Grey Hornbill
./train/TRAIN_00239.jpg,./upscale_train/TRAIN_00239.png,Red-Wattled Lapwing
./train/TRAIN_00240.jpg,./upscale_train/TRAIN_00240.png,Red-Wattled Lapwing
./train/TRAIN_00241.jpg,./upscale_train/TRAIN_00241.png,Common Rosefinch
./train/TRAIN_00242.jpg,./upscale_train/TRAIN_00242.png,Common Kingfisher
./train/TRAIN_00243.jpg,./upscale_train/TRAIN_00243.png,Common Kingfisher
./train/TRAIN_00244.jpg,./upscale_train/TRAIN_00244.png,Rufous Treepie
./train/TRAIN_00245.jpg,./upscale_train/TRAIN_00245.png,Red-Wattled Lapwing
./train/TRAIN_00246.jpg,./upscale_train/TRAIN_00246.png,Hoopoe
./train/TRAIN_00247.jpg,./upscale_train/TRAIN_00247.png,Hoopoe
./train/TRAIN_00248.jpg,./upscale_train/TRAIN_00248.png,White-Breasted Waterhen
./train/TRAIN_00249.jpg,./upscale_train/TRAIN_00249.png,Asian Green Bee-Eater
./train/TRAIN_00250.jpg,./upscale_train/TRAIN_00250.png,Cattle Egret
./train/TRAIN_00251.jpg,./upscale_train/TRAIN_00251.png,Sarus Crane
./train/TRAIN_00252.jpg,./upscale_train/TRAIN_00252.png,Brown-Headed Barbet
./train/TRAIN_00253.jpg,./upscale_train/TRAIN_00253.png,Sarus Crane
./train/TRAIN_00254.jpg,./upscale_train/TRAIN_00254.png,Rufous Treepie
./train/TRAIN_00255.jpg,./upscale_train/TRAIN_00255.png,Indian Roller
./train/TRAIN_00256.jpg,./upscale_train/TRAIN_00256.png,Sarus Crane
./train/TRAIN_00257.jpg,./upscale_train/TRAIN_00257.png,Indian Roller
./train/TRAIN_00258.jpg,./upscale_train/TRAIN_00258.png,White-Breasted Kingfisher
./train/TRAIN_00259.jpg,./upscale_train/TRAIN_00259.png,Northern Lapwing
./train/TRAIN_00260.jpg,./upscale_train/TRAIN_00260.png,Common Tailorbird
./train/TRAIN_00261.jpg,./upscale_train/TRAIN_00261.png,Cattle Egret
./train/TRAIN_00262.jpg,./upscale_train/TRAIN_00262.png,Common Tailorbird
./train/TRAIN_00263.jpg,./upscale_train/TRAIN_00263.png,Common Tailorbird
./train/TRAIN_00264.jpg,./upscale_train/TRAIN_00264.png,Asian Green Bee-Eater
./train/TRAIN_00265.jpg,./upscale_train/TRAIN_00265.png,Hoopoe
./train/TRAIN_00266.jpg,./upscale_train/TRAIN_00266.png,Jungle Babbler
./train/TRAIN_00267.jpg,./upscale_train/TRAIN_00267.png,Jungle Babbler
./train/TRAIN_00268.jpg,./upscale_train/TRAIN_00268.png,Indian Grey Hornbill
./train/TRAIN_00269.jpg,./upscale_train/TRAIN_00269.png,Hoopoe
./train/TRAIN_00270.jpg,./upscale_train/TRAIN_00270.png,White-Breasted Waterhen
./train/TRAIN_00271.jpg,./upscale_train/TRAIN_00271.png,Common Rosefinch
./train/TRAIN_00272.jpg,./upscale_train/TRAIN_00272.png,Ruddy Shelduck
./train/TRAIN_00273.jpg,./upscale_train/TRAIN_00273.png,Ruddy Shelduck
./train/TRAIN_00274.jpg,./upscale_train/TRAIN_00274.png,Red-Wattled Lapwing
./train/TRAIN_00275.jpg,./upscale_train/TRAIN_00275.png,Common Rosefinch
./train/TRAIN_00276.jpg,./upscale_train/TRAIN_00276.png,Coppersmith Barbet
./train/TRAIN_00277.jpg,./upscale_train/TRAIN_00277.png,House Crow
./train/TRAIN_00278.jpg,./upscale_train/TRAIN_00278.png,Cattle Egret
./train/TRAIN_00279.jpg,./upscale_train/TRAIN_00279.png,Indian Roller
./train/TRAIN_00280.jpg,./upscale_train/TRAIN_00280.png,Common Rosefinch
./train/TRAIN_00281.jpg,./upscale_train/TRAIN_00281.png,Indian Pitta
./train/TRAIN_00282.jpg,./upscale_train/TRAIN_00282.png,Indian Peacock
./train/TRAIN_00283.jpg,./upscale_train/TRAIN_00283.png,Indian Grey Hornbill
./train/TRAIN_00284.jpg,./upscale_train/TRAIN_00284.png,Jungle Babbler
./train/TRAIN_00285.jpg,./upscale_train/TRAIN_00285.png,Rufous Treepie
./train/TRAIN_00286.jpg,./upscale_train/TRAIN_00286.png,Common Myna
./train/TRAIN_00287.jpg,./upscale_train/TRAIN_00287.png,Cattle Egret
./train/TRAIN_00288.jpg,./upscale_train/TRAIN_00288.png,Indian Peacock
./train/TRAIN_00289.jpg,./upscale_train/TRAIN_00289.png,House Crow
./train/TRAIN_00290.jpg,./upscale_train/TRAIN_00290.png,Jungle Babbler
./train/TRAIN_00291.jpg,./upscale_train/TRAIN_00291.png,Northern Lapwing
./train/TRAIN_00292.jpg,./upscale_train/TRAIN_00292.png,Jungle Babbler
./train/TRAIN_00293.jpg,./upscale_train/TRAIN_00293.png,Rufous Treepie
./train/TRAIN_00294.jpg,./upscale_train/TRAIN_00294.png,Rufous Treepie
./train/TRAIN_00295.jpg,./upscale_train/TRAIN_00295.png,Sarus Crane
./train/TRAIN_00296.jpg,./upscale_train/TRAIN_00296.png,Coppersmith Barbet
./train/TRAIN_00297.jpg,./upscale_train/TRAIN_00297.png,White-Breasted Kingfisher
./train/TRAIN_00298.jpg,./upscale_train/TRAIN_00298.png,Common Tailorbird
./train/TRAIN_00299.jpg,./upscale_train/TRAIN_00299.png,White Wagtail
./train/TRAIN_00300.jpg,./upscale_train/TRAIN_00300.png,Common Rosefinch
./train/TRAIN_00301.jpg,./upscale_train/TRAIN_00301.png,Coppersmith Barbet
./train/TRAIN_00302.jpg,./upscale_train/TRAIN_00302.png,White-Breasted Waterhen
./train/TRAIN_00303.jpg,./upscale_train/TRAIN_00303.png,Gray Wagtail
./train/TRAIN_00304.jpg,./upscale_train/TRAIN_00304.png,Coppersmith Barbet
./train/TRAIN_00305.jpg,./upscale_train/TRAIN_00305.png,Ruddy Shelduck
./train/TRAIN_00306.jpg,./upscale_train/TRAIN_00306.png,Cattle Egret
./train/TRAIN_00307.jpg,./upscale_train/TRAIN_00307.png,Indian Roller
./train/TRAIN_00308.jpg,./upscale_train/TRAIN_00308.png,Northern Lapwing
./train/TRAIN_00309.jpg,./upscale_train/TRAIN_00309.png,Forest Wagtail
./train/TRAIN_00310.jpg,./upscale_train/TRAIN_00310.png,Common Rosefinch
./train/TRAIN_00311.jpg,./upscale_train/TRAIN_00311.png,Ruddy Shelduck
./train/TRAIN_00312.jpg,./upscale_train/TRAIN_00312.png,Ruddy Shelduck
./train/TRAIN_00313.jpg,./upscale_train/TRAIN_00313.png,Indian Peacock
./train/TRAIN_00314.jpg,./upscale_train/TRAIN_00314.png,Rufous Treepie
./train/TRAIN_00315.jpg,./upscale_train/TRAIN_00315.png,Rufous Treepie
./train/TRAIN_00316.jpg,./upscale_train/TRAIN_00316.png,Ruddy Shelduck
./train/TRAIN_00317.jpg,./upscale_train/TRAIN_00317.png,Indian Pitta
./train/TRAIN_00318.jpg,./upscale_train/TRAIN_00318.png,Common Myna
./train/TRAIN_00319.jpg,./upscale_train/TRAIN_00319.png,Indian Pitta
./train/TRAIN_00320.jpg,./upscale_train/TRAIN_00320.png,House Crow
